SMILES,H_count,C_count,N_count,O_count,F_count
O=C1ON=C(O1)C1CO1,3,4,1,4,0
CC1=CC(=O)C2(CC2)C1,10,8,0,1,0
CC1N2CC2COC1=N,10,6,2,1,0
O=C(NCC1CO1)C#C,7,6,1,2,0
C1N=CN2C=NC3C1C23,7,6,3,0,0
OCC1(CC1O)C1CC1,12,7,0,2,0
OCC#CCC(=O)C=O,6,6,0,3,0
C1C2C1C13CC21CCC3,12,9,0,0,0
O=CCC1C2CC1CC2,12,8,0,1,0
CC1N(C)CCOC1=N,12,6,2,1,0
OC1(COCC=C1)C=O,8,6,0,3,0
CC1C=C2COC2C1O,10,7,0,2,0
CC(=O)C1=NC(O)=NO1,4,4,2,3,0
CN(CCC1CC1)C=O,13,7,1,1,0
OCC1(CNC=O)CN1,10,5,2,2,0
CC1=C(F)ON=NC1=N,4,4,3,1,1
CC1OC2C3CC3CC12,12,8,0,1,0
O=CN1C=CCC1C#N,6,6,2,1,0
C1C2OCC12C1COC1,10,7,0,2,0
CCCC1CC1C(C)=O,14,8,0,1,0
OC1C2CCC2=CC1=O,8,7,0,2,0
CC1CCCOC(C)O1,14,7,0,2,0
CCC1C(C2CN2)N1C,14,7,2,0,0
CC1(CC1)C1=CN=NN1,9,6,3,0,0
CC1=CC2NC1(C)C2O,11,7,1,1,0
CCOC(C)(C)C1CC1,16,8,0,1,0
OC1CC1C1(CO1)C#C,8,7,0,2,0
CC(O)C1=NOC(N)=N1,7,4,3,2,0
NC(C#N)C1C2CC1C2,10,7,2,0,0
CC12CCC(O1)C(O)C2,12,7,0,2,0
O=C(C#C)C1=NOC=C1,3,6,1,2,0
N#CC1=COC=C1C#N,2,6,2,1,0
CC1(O)COC2C(O)C12,10,6,0,3,0
CC1(CCO)CC2CN12,13,7,1,1,0
CC1C(O)C1C1CCC1,14,8,0,1,0
NC1=NC=C(F)C=C1F,4,5,2,0,2
OCC1(O)CC2COC12,10,6,0,3,0
N#CC1OC11CCCC1,9,7,1,1,0
C1C2CNC3=C2N1C=N3,7,6,3,0,0
O=CC1=CNCC2NC12,8,6,2,1,0
N#CC12C3NC1CNC23,7,6,3,0,0
O=C1NC2CC2OCO1,7,5,1,3,0
OC1CCC23CC(C2)C13,12,8,0,1,0
CN=C1CNCC(=O)O1,8,5,2,2,0
CC(O)(CC=O)CC#N,9,6,1,2,0
CC1=CC2CCC1OC2,12,8,0,1,0
C1C2CC3CC12N=CO3,9,7,1,1,0
OC12CC(C1)(OC2)C#C,8,7,0,2,0
CC1(C)OC(=N)C1C#C,9,7,1,1,0
CC12NC1C1(OC21)C=O,7,6,1,2,0
OC12CCC(C1)CCC2,14,8,0,1,0
O=CC12CN1CC1OC21,7,6,1,2,0
CC1C2OC1(C=C2)C#C,8,8,0,1,0
NC(=O)C#CC#CC#C,3,7,1,1,0
OC1(CNCC1=O)C#C,7,6,1,2,0
C#CC12CN1CCC=C2,9,8,1,0,0
CC1C2C(C)C1C21CO1,12,8,0,1,0
OC1=NN2C=CN=C2N1,4,4,4,1,0
CCC(C)(O)CC#CC,14,8,0,1,0
CCOCC1(C)COC1,14,7,0,2,0
CCC(O)CC(O)C#N,11,6,1,2,0
CC1=NN2C=NNC2=N1,5,4,5,0,0
C#CCC1(CC#N)CC1,9,8,1,0,0
CCC1(CC1OC)C=O,12,7,0,2,0
O=C1NC2C3CN(C3)C12,8,6,2,1,0
O=C1NC=CCC1C#C,7,7,1,1,0
CCN1C(C)C1C#CC,13,8,1,0,0
CC(=O)CC(=O)OC=N,7,5,1,3,0
OC1C(=N)N2CC12C#C,6,6,2,1,0
OCCC1=CCC2OC12,10,7,0,2,0
C[NH+]1CC(CC([O-])=O)C1,11,6,1,2,0
CNC1=CC=C(N1)C=O,8,6,2,1,0
CC1C2NC2C1CC#N,10,7,2,0,0
CC12CC1(CC2=O)C#C,8,8,0,1,0
CN1C2C3C1C(=O)C23O,7,6,1,2,0
CCC1(C)C2C3CC1N23,13,8,1,0,0
CC#CC1=C(N)NC=N1,7,6,3,0,0
CC1=C(CC#N)N=NN1,6,5,4,0,0
OCC1(O)CC1(O)C#N,7,5,1,3,0
O=C1CC2C3CC3C2O1,8,7,0,2,0
CC(CO)(CO)CC#C,12,7,0,2,0
CCOC1=C(N)NC=C1,10,6,2,1,0
CC12NC1(CC2=O)C#N,6,6,2,1,0
CC1=CN=C(F)C(C)=N1,7,6,2,0,1
NC(=O)C1=CC(N)=CO1,6,5,2,2,0
C1CC2(OC12)C1COC1,10,7,0,2,0
CC12OC=NC1C2C#C,7,7,1,1,0
CC1N2CC(C2)NC1=O,10,6,2,1,0
CCC1=CC2COC1C2,12,8,0,1,0
OCCC1CC(O1)C#C,10,7,0,2,0
O=CC12CC3NC1C3N2,8,6,2,1,0
CC12CC3(O)C4C(C14)C23,10,8,0,1,0
NC1=CC(N)=NNC1=N,7,4,5,0,0
CC1=NC(F)=CN=C1F,4,5,2,0,2
OC1=NC=C(C=C1)C#C,5,7,1,1,0
CN1C2CC3CC3(C)C12,13,8,1,0,0
CC12CC=C3C4C(C13)N24,9,8,1,0,0
CC1=C(N)OC(=C1)C#C,7,7,1,1,0
COC1C2COC(=N)C12,9,6,1,2,0
COC(=O)N1CCC=C1,9,6,1,2,0
OC1(CC1)C(=N)NC=O,8,5,2,2,0
CCCC1=CNC(O)=N1,10,6,2,1,0
CC12C=CC3(C)CC1C23,12,9,0,0,0
CC1OC1C#CCCO,10,7,0,2,0
CC12C3N1CC=C3C2O,9,7,1,1,0
OCC1OCC(CO)=C1,10,6,0,3,0
CCN1CC(C#N)C1C,12,7,2,0,0
O=C1CC2NC2C11CN1,8,6,2,1,0
CCCC(CO)OCC,16,7,0,2,0
CC1CCC2C1C2(C)C,16,9,0,0,0
CCCC(O)(C#N)C#N,8,6,2,1,0
OC1C2C3CC2C13C#N,7,7,1,1,0
CC1(COCC#N)CC1,11,7,1,1,0
CC(=O)N1CC(CO)C1,11,6,1,2,0
CC1CC2(C)C3CC2C13,14,9,0,0,0
CC(CC(=O)CO)C#C,10,7,0,2,0
CC1CC2CC1OC2C,14,8,0,1,0
OCC1OCC=CC1O,10,6,0,3,0
CC1C(=O)CCC1(C)O,12,7,0,2,0
CC(C)(C)C(O)C(N)=O,13,6,1,2,0
CCC1(COC1C)C=O,12,7,0,2,0
O=CCOC(=O)CC#C,6,6,0,3,0
COC(=N)C(CO)CO,11,5,1,3,0
C1CC23CC(OCC2)C13,12,8,0,1,0
CN1C=CC(CC#N)=N1,7,6,3,0,0
OC1CC2(CCC12)C#N,9,7,1,1,0
CC12CC(CO1)C1NC21,11,7,1,1,0
CC1=CC(CO)=C(N)O1,9,6,1,2,0
NC(=O)N(CC#N)C=N,6,4,4,1,0
OC1CC2NC2(C1)C#N,8,6,2,1,0
O=C1OCC2=C1ON=C2,3,5,1,3,0
CC(=O)OC1=NNC=C1,6,5,2,2,0
NC1=NCCC1(O)C#C,8,6,2,1,0
CCNC1C(N)C1C#N,11,6,3,0,0
OCC1C2CC2CC1O,12,7,0,2,0
O=C1CNC2(CC2)CN1,10,6,2,1,0
COCC1(CO1)C1CN1,11,6,1,2,0
C1C2N1CCCC21CC1,13,8,1,0,0
N=C1CCC2OCC2O1,9,6,1,2,0
CC1=NC(=NC=C1)C#N,5,6,3,0,0
CCC(C)C1C2CC1O2,14,8,0,1,0
CC(C)NC(C#N)C#N,9,6,3,0,0
CC1=CC2=CCOC2C1,10,8,0,1,0
CCC12CCN1C2C=O,11,7,1,1,0
CC12CCC1N1CC1C2,13,8,1,0,0
OC1C2C(C#N)N2C1=N,5,5,3,1,0
O=C1CCC1C#CC#N,5,7,1,1,0
O=CCC12CC(N1)C2=O,7,6,1,2,0
O=C1C=CCN1C1CC1,9,7,1,1,0
C#CC1C2CC3OC1C23,8,8,0,1,0
CC1CCC=CC11CC1,14,9,0,0,0
CCC(C)C1=NNN=N1,10,5,4,0,0
CC12CC1N=C(N2)C#N,7,6,3,0,0
C#CC1COCC1C#N,7,7,1,1,0
CC1OC(C=O)C11CC1,10,7,0,2,0
CC(CCCC#N)C#C,11,8,1,0,0
COC1CC(=NO)C1C,11,6,1,2,0
C1C2CC3OCC=C3C12,10,8,0,1,0
NC(=O)CN=CNC=O,7,4,3,2,0
OC(CC#N)CC1CO1,9,6,1,2,0
COC1=COC(=O)C=C1,6,6,0,3,0
CC12C3C4CN1CC2N34,10,7,2,0,0
CC(=O)C1OC(=N)C1O,7,5,1,3,0
CC1CC2C(CO1)N2C,13,7,1,1,0
CC1(C)CCC=CC1=O,12,8,0,1,0
OC12C3CC1(CC23)C#C,8,8,0,1,0
N=CN1CC1(C#C)C#C,6,7,2,0,0
CC1C2(C)C3OC3C12O,10,7,0,2,0
CN(C)C(=O)N(C)C=N,11,5,3,1,0
O=CC1CCCC1C#N,9,7,1,1,0
OC1=NC(=N)N=C(F)N1,3,3,4,1,1
CC1=NNC(O)=CC1=N,7,5,3,1,0
C1NC1C1=CCC2OC12,9,7,1,1,0
CC1=C2C3C4C(C1)C2N34,9,8,1,0,0
CCC(O)COC(N)=O,11,5,1,3,0
C1C2C1C13CC2C1CO3,10,8,0,1,0
CC(CO)NC(=O)CO,11,5,1,3,0
CCC(O)C1CC(=O)N1,11,6,1,2,0
OC1CC1N1CC(O)C1,11,6,1,2,0
CN1C=NN2N=CN=C12,5,4,5,0,0
CC(C#C)(C#C)C1CC1,10,9,0,0,0
CC1=CC2C3CC1OC23,10,8,0,1,0
OC1CC=C(CC#C)C1,10,8,0,1,0
OC12CN3C4CC1C4C23,9,7,1,1,0
CC1COC11CCOC1,12,7,0,2,0
CC12CC1C(CC#C)C2,12,9,0,0,0
CN=CNC(C#N)C#N,6,5,4,0,0
CN1CC(O)CC1C#N,10,6,2,1,0
NC1=NC(CC=O)=NN1,6,4,4,1,0
OC12CCOC1C1OC21,8,6,0,3,0
OCC1CC11C2CC1C2,12,8,0,1,0
CCC12OC1CC=C2C,12,8,0,1,0
CN1CC2(CC2)OC1=O,9,6,1,2,0
CC1(O)CC1CN1CC1,13,7,1,1,0
OC1(CCC2NC12)C#C,9,7,1,1,0
CCN1N=CC=CC1=O,8,6,2,1,0
N=C1CC2COC(C2)O1,9,6,1,2,0
CC1COC2OCCC12,12,7,0,2,0
CNC=NC1=NOC=N1,6,4,4,1,0
OC1C(OC=N)C1C#C,7,6,1,2,0
N#CC1C2C3C4C2C1N34,6,7,2,0,0
NC1=C(F)C(=N)N=CO1,4,4,3,1,1
CCCC(C#N)C1CN1,12,7,2,0,0
CC1=C2CC(O)C2OC1,10,7,0,2,0
CC1C[NH+](C)C1C([O-])=O,11,6,1,2,0
CC1C(C)C1N(C)C=O,13,7,1,1,0
N#CC12CCC1CCC2,11,8,1,0,0
ON=C1CC=CC11CO1,7,6,1,2,0
CC(C)C1(C)CCC1=O,14,8,0,1,0
CN=C1OC2CC1(C)C2,11,7,1,1,0
CC12CC3CC(CC13)C2,14,9,0,0,0
CNC(=O)CCCCO,13,6,1,2,0
CC1C2OC1(CO)C2C,12,7,0,2,0
CC1(C)C2N1CC2(C)C,15,8,1,0,0
CC1=C(NC=C1)OC=O,7,6,1,2,0
CC1C2C=CC1(C)C2O,12,8,0,1,0
COC1=NC(CO)CN1,10,5,2,2,0
C1OC11C=CCCC=C1,10,8,0,1,0
CC(=O)CC1=CC=CN1,9,7,1,1,0
CCOC12CC(C1)OC2,12,7,0,2,0
CC(O)C1NC1CC#N,10,6,2,1,0
CC1C2N1C(C)CC2=O,11,7,1,1,0
OCC#CC1C2CCC12,10,8,0,1,0
C1CC11C2C3C4C3N1C24,9,8,1,0,0
CC1(CC(O1)C#C)C#N,7,7,1,1,0
CC1(O)CN(C=O)C=C1,9,6,1,2,0
CC1CC1C1OC1C#C,10,8,0,1,0
C1NC11CCCN2CC12,12,7,2,0,0
CC(=O)C1(CO1)C1CN1,9,6,1,2,0
CCC1COCC1OC,14,7,0,2,0
CC1N2C3C2(C)CC13O,11,7,1,1,0
C#CC1(CCC=C1)C#C,8,9,0,0,0
OCC1(C=O)C2CCC12,10,7,0,2,0
NC1=CN=C(OC=O)O1,4,4,2,3,0
CNC1=CN=C(N1)C=O,7,5,3,1,0
CC1COC(CC#N)=N1,8,6,2,1,0
O=COC1COC1C=O,6,5,0,4,0
O=CCC1=NC=NC=C1,6,6,2,1,0
N=COC12CC1C1OC21,7,6,1,2,0
CC#CCC1(C)COC1,12,8,0,1,0
CC12C3C=CC1C(O)C23,10,8,0,1,0
CC12CC1N(CC2)C=O,11,7,1,1,0
CC1(CCC=O)CCC1,14,8,0,1,0
OC1CN=C2OC3C1C23,7,6,1,2,0
NC1=CC(CC#C)=CO1,7,7,1,1,0
COCC1(COC)CN1,13,6,1,2,0
CCCOC(CC)CO,16,7,0,2,0
OC1=NN2C3CC3C2=N1,5,5,3,1,0
OCCCC1CN1C=O,11,6,1,2,0
OC1(CNC11CC1)C#N,8,6,2,1,0
CC(C)(C)C1=CC=NN1,12,7,2,0,0
COC12CC3C1N3C2=N,8,6,2,1,0
CCCC(O)C(=O)C#N,9,6,1,2,0
CN1C2COC2C1(C)C,13,7,1,1,0
CC1C2CC2N1C(C)=O,11,7,1,1,0
OC12CC3C(OC1=N)C23,7,6,1,2,0
CCC1C2CC2(O)C1=O,10,7,0,2,0
COC(=O)N(C)C(N)=N,9,4,3,2,0
NC1=NC2(CC2)C2OC12,8,6,2,1,0
OC1CC2(CC1C2)C#C,10,8,0,1,0
NC1=NCCC(=O)C1O,8,5,2,2,0
CCC(CC(C)=O)C#N,11,7,1,1,0
CC1CCOCC=C1C,14,8,0,1,0
CC12CC(CO1)CC2=O,10,7,0,2,0
OC1CCC=C1CC=O,10,7,0,2,0
CCOC(C#N)C1CC1,11,7,1,1,0
COCC(C)(OC)C#C,12,7,0,2,0
CC1C=CC2CC1(C)O2,12,8,0,1,0
OC12CC3C1C3(C2)C#N,7,7,1,1,0
OC1CC(C=O)C2OC12,8,6,0,3,0
CN1CC1C1(O)CCC1,13,7,1,1,0
CCOC1CCN=CO1,11,6,1,2,0
O=C1CCC(=O)CNC1,9,6,1,2,0
CC12CC3C1C(CO)C23,12,8,0,1,0
CC1C(O)C1(C)OC=N,11,6,1,2,0
OCCC1OC1CC#C,10,7,0,2,0
C1CC2=CC=NC=C2C1,9,8,1,0,0
CC12C3NC3C1CC2O,11,7,1,1,0
C1C2C1C1CC2CC=C1,12,9,0,0,0
COC1C(C)C1C(C)O,14,7,0,2,0
CC(C)C(CC#C)=NO,11,7,1,1,0
CN1CC1(C=O)C(C)=O,9,6,1,2,0
OC(CCC1CO1)C#C,10,7,0,2,0
C#CC1CCCC1C#N,9,8,1,0,0
NC1=NNC(=O)N=C1N,5,3,5,1,0
CC12OC3CC1C3C2=O,8,7,0,2,0
C#CC12NC1CC1CC21,9,8,1,0,0
[O-]C(=O)C1[NH2+]CC11CN1,8,5,2,2,0
CNC(=O)CC#CC=O,7,6,1,2,0
OC1C2NC1C2OC=O,7,5,1,3,0
O=C1COC=NC2CC12,7,6,1,2,0
CCC(O)(C#C)C(N)=O,9,6,1,2,0
CCC1(CO)CC2OC12,12,7,0,2,0
OCCC1C2NC2C1=O,9,6,1,2,0
O=COCCC(=O)C=O,6,5,0,4,0
OCCC1C=CCC1O,12,7,0,2,0
NC(=O)C1CC2(CO2)C1,9,6,1,2,0
CC(O)C12CC3C1N3C2,11,7,1,1,0
CC1CC2(CN2)C1C#C,11,8,1,0,0
CC1=C(C)C(=O)C=CO1,8,7,0,2,0
OCC1(CCC#N)CO1,9,6,1,2,0
NC1(C#C)C2OC(=N)C12,6,6,2,1,0
CC(C)(C)OC1(C)CC1,16,8,0,1,0
CC(OCCCO)C#N,11,6,1,2,0
NC1=C(C=CO1)C1CC1,9,7,1,1,0
CC1=NC=CC(=O)C=C1,7,7,1,1,0
O=C1CC2CC(CO2)O1,8,6,0,3,0
OC12CCC1=CCCC2,12,8,0,1,0
CCC1CC(C#N)C1O,11,7,1,1,0
CC1(CC1)N1C=CN=C1,10,7,2,0,0
C1OCC1N1C=CC=N1,8,6,2,1,0
CC12CC(OC=O)C1O2,8,6,0,3,0
CN(CCCO)C(N)=O,12,5,2,2,0
CC1C2CCCCC1O2,14,8,0,1,0
CC12CC1C(C2)N1CC1,13,8,1,0,0
OCC1=NC(=N)N=NO1,4,3,4,2,0
OCCC(O)(CO)C#C,10,6,0,3,0
OC12CC3CC1C=CC23,10,8,0,1,0
CC12CC1C(=O)N2C=O,7,6,1,2,0
O=CC1OC2C3NC3C12,7,6,1,2,0
CC(C)C1(O)C(O)C1O,12,6,0,3,0
CC1CC(O)(C=C1)C#N,9,7,1,1,0
OC1C2C1C1=NC=CN21,6,6,2,1,0
OCC12CC3C1N3C=N2,8,6,2,1,0
CC12CC(=O)C3C(O1)C23,8,7,0,2,0
CCCC12CCC1OC2,14,8,0,1,0
NC1=CC(=O)C=C(O)N1,6,5,2,2,0
CC12CC3=CC4C(C13)N24,9,8,1,0,0
CCC12CC(O)C1C2O,12,7,0,2,0
CC#CC(CO)CC#C,10,8,0,1,0
OCC1C=CCC2CC12,12,8,0,1,0
OCC(=O)C1(O)COC1,8,5,0,4,0
CC(C)C1(NC1C)C=O,13,7,1,1,0
CC12C=CC3C(C=C1)N23,9,8,1,0,0
CNC12CN3C1C(=O)C23,8,6,2,1,0
OCC12OC3C4C(C14)C23,8,7,0,2,0
CCOCCC(C)CC,18,8,0,1,0
CC1=NC=C(O)N=C1F,5,5,2,1,1
CC(C)C1=NON=C1C,10,6,2,1,0
CCNC1=CC(C)=NO1,10,6,2,1,0
OC(C#C)C12CC(C1)O2,8,7,0,2,0
CCC1CC2C1C2(C)O,14,8,0,1,0
CC1=CC2NC(=O)C2C1,9,7,1,1,0
O=CC1(OC2CC12)C#C,6,7,0,2,0
CC1CCC2=C1NN=C2,10,7,2,0,0
CNC1=CN=CN=C1O,7,5,3,1,0
CN1CC2(CO)OCC12,11,6,1,2,0
C#CC1=NC2CCC2O1,7,7,1,1,0
NC1C2N=COC12C#N,5,5,3,1,0
CC12COC(C1)C1OC21,10,7,0,2,0
COC=NC1=CN=NN1,6,4,4,1,0
NC(=O)C1OCCC=C1,9,6,1,2,0
CCC(O)C1(CC1)OC,14,7,0,2,0
O1N=NC2=C1C=CN=C2,3,5,3,1,0
CC1C2C(O)CC12C#N,9,7,1,1,0
CCC1OC1CCOC,14,7,0,2,0
COC12CC1(CC2)C=O,10,7,0,2,0
CN=C1OC2CC1(O)C2,9,6,1,2,0
CC(C)(CO)C1CCC1,16,8,0,1,0
CC1C2CN3C2C(O)C13,11,7,1,1,0
CC1(C)CNC(C1)C#N,12,7,2,0,0
C#CCC1OC1CC#N,7,7,1,1,0
OCC1=NC=C(O)N=N1,5,4,3,2,0
OCC1=NC=CC(=N)O1,6,5,2,2,0
OCCOCC(O)C#N,9,5,1,3,0
CC1(C)C(O)C1(C)C#C,12,8,0,1,0
OCCN1CC(O)C1=O,9,5,1,3,0
C1CNC2=NON=C2N1,6,4,4,1,0
CC1C2C3CN2C13C=O,9,7,1,1,0
CCC1=C(OC)N=NN1,9,5,3,1,0
CC12CN3C1C2C3C#C,9,8,1,0,0
CC1=CC(C)=NC(C)=N1,10,7,2,0,0
O=C1NC=NC2CCC12,8,6,2,1,0
O=C1CCNC2CNC12,10,6,2,1,0
CCC1(C)COCC=C1,14,8,0,1,0
COC(C)C1(CN1)C#C,11,7,1,1,0
C1C2C3C4CC=C3C2N14,9,8,1,0,0
OC12COC1CC1NC21,9,6,1,2,0
CC1C2CC1C(=O)C=C2,10,8,0,1,0
NC1=CNN=C1OC=N,6,4,4,1,0
O=C1NC=CC(=O)C1=O,3,5,1,3,0
NC(=O)C1OCC1=NO,6,4,2,3,0
OC1C2CN(CC=O)C12,9,6,1,2,0
CC1OC(=N)OCC=C1,9,6,1,2,0
CC1=CC(F)=NC(F)=C1,5,6,1,0,2
CC1([NH3+])C(N)C1C([O-])=O,10,5,2,2,0
CC1(C)CC(=O)C=C1N,11,7,1,1,0
CC(C)(C)C12CC1OC2,14,8,0,1,0
COC1COCC(O)C1,12,6,0,3,0
CCC1CCOC1C#N,11,7,1,1,0
CC12C3CN1C(=N)C2O3,8,6,2,1,0
NC(=N)C1=C(N)NN=N1,6,3,6,0,0
C#CC1(CC#N)COC1,7,7,1,1,0
C1C2CCCC=CC1O2,12,8,0,1,0
CC(C)CN1C=CN=N1,11,6,3,0,0
CC1=C2NCCN2C=C1,10,7,2,0,0
CNC(=O)C#CC1CN1,8,6,2,1,0
CC1CC(CO)=CCO1,12,7,0,2,0
COC12CC1(C)N(C)C2,13,7,1,1,0
NCC(O)(C#N)C1CC1,10,6,2,1,0
CC12C3C=CC(C13)C2=O,8,8,0,1,0
O=C1NC2CC12C1CN1,8,6,2,1,0
C1CC(O1)C12CC(C1)O2,10,7,0,2,0
N=C1CC2C3OC3C2O1,7,6,1,2,0
CC(O)C(O)C(O)C#C,10,6,0,3,0
CC1C2CC1(C2)C1CC1,14,9,0,0,0
OCC(=O)CC1(O)CC1,10,6,0,3,0
CCN1C=C(O)OC1=O,7,5,1,3,0
CN=C1OC=CC(C)=N1,8,6,2,1,0
CNC(=O)CC(=O)C=O,7,5,1,3,0
C#CCC12NC3C1OC23,7,7,1,1,0
C1CC1C1=NC=CN=C1,8,7,2,0,0
CC1=CCOCC2OC12,10,7,0,2,0
COCC1CC(O)C=C1,12,7,0,2,0
CC1CC2(CC12O)C#C,10,8,0,1,0
CC1C=C(C#N)C2CC12,9,8,1,0,0
OC12CC3CC1C23C=O,8,7,0,2,0
O=C1C2C3OC2(C#C)C13,4,7,0,2,0
N=COC1=CN=CN=N1,4,4,4,1,0
COC(C#C)C1NC1C,11,7,1,1,0
CC1COC2CC12C#C,10,8,0,1,0
CC1CC1CC#CC#C,10,9,0,0,0
CC1CC2OC1C2C=O,10,7,0,2,0
OCC1CC2CCOC12,12,7,0,2,0
CC1C2N1C1CCC=C21,11,8,1,0,0
OC1CCCCC1C=O,12,7,0,2,0
CC1C(CO)C(C)C1=O,12,7,0,2,0
CNC(COC=O)C#N,8,5,2,2,0
CC1C2OC(=N)C12CO,9,6,1,2,0
C1C2COC3C=CC2C13,10,8,0,1,0
CN1C=C(CO)CC1=O,9,6,1,2,0
CC1C2C3C(C)C2(C)N13,13,8,1,0,0
CCOC1C2CN2C1=O,9,6,1,2,0
NC(C#N)C1=CON=N1,4,4,4,1,0
OC1CC=CC11COC1,10,7,0,2,0
CCC1OCC11CC1O,12,7,0,2,0
NC(=O)C1=CC=C(N)O1,6,5,2,2,0
CC12C3NC1C3N2C=O,8,6,2,1,0
CC(O)C1(C)COC1C,14,7,0,2,0
OC(C=O)C(=O)OC=N,5,4,1,4,0
OC1CNC2=C1N=NO2,5,4,3,2,0
OC1CNC1C#CC#C,7,7,1,1,0
CC12OCC3OC1C23O,8,6,0,3,0
OC1CN(CC=O)C1=N,8,5,2,2,0
C#CCC1C2C3CN1C23,9,8,1,0,0
CC1CC=CC(O1)C#C,10,8,0,1,0
CC(C)(O)C(CO)CO,14,6,0,3,0
CCCC12CC1C(=O)O2,10,7,0,2,0
N#CC1C=C2CC3C1C23,7,8,1,0,0
CC1CN2C3C4C(C14)C23,11,8,1,0,0
CCC1OCC1C(C)C,16,8,0,1,0
CC12NC3C1OC(=O)C23,7,6,1,2,0
CC1NC(=O)CC(C)=C1,11,7,1,1,0
CC(OC=O)C#CC#C,6,7,0,2,0
CC1(C)CC(=O)C(=O)N1,9,6,1,2,0
CN1N=CN=C(C)C1=O,7,5,3,1,0
CC1CC(C#N)C2CN12,10,7,2,0,0
CC1CC(O)(C#C)C1C,12,8,0,1,0
CC#CCN=C(N)C#N,7,6,3,0,0
CC12OC1C(O)C2C#N,7,6,1,2,0
CNCC1=NNC(C)=N1,10,5,4,0,0
CCN1C2CCC12C#C,11,8,1,0,0
CNC(=O)C(=O)C#CC,7,6,1,2,0
CC1(CC1)N=C(N)C#N,9,6,3,0,0
CC1=C(CC=O)NC=N1,8,6,2,1,0
O=CC1CCC=CCO1,10,7,0,2,0
CC1C(C)C1OCC#N,11,7,1,1,0
CC(C)(C)CC1CCO1,16,8,0,1,0
CC1CC2C(O)C(O)C12,12,7,0,2,0
CC1C2C3C4N1C2C34O,9,7,1,1,0
N=COCCC(=O)C=O,7,5,1,3,0
COC(=O)CC1(C)CN1,11,6,1,2,0
N=C1OCC2C3CC1N23,8,6,2,1,0
CC1=CN=C(CC#C)N1,8,7,2,0,0
CC1(C)CC(C=C1)C#C,12,9,0,0,0
CC12CC1OCC2(C)C,14,8,0,1,0
O=CC1=CON=C1C#C,3,6,1,2,0
CC1(C)N2CC(=O)C12C,11,7,1,1,0
CC1CCC(O)CC1=O,12,7,0,2,0
C1N=C2NC=CC22NC12,7,6,3,0,0
CC1(CC1)C1=NC=CN1,10,7,2,0,0
CC1CCC23CC12CC3,14,9,0,0,0
C1NC23COC2=NCC13,8,6,2,1,0
CC12CC(C1)(C2)C1CO1,12,8,0,1,0
CN=C1OC=C(N)C=N1,7,5,3,1,0
C1N2C3C=C4COC13C24,7,7,1,1,0
OC1CC1C1=NC=NN1,7,5,3,1,0
CC1C2OC1C(C)=C2C,12,8,0,1,0
CN=C1ON=C(O1)C=O,4,4,2,3,0
OC12CC1C(=O)OCC2,8,6,0,3,0
CN=C1COCC(C)O1,11,6,1,2,0
N=C1CNCC(O1)C#N,7,5,3,1,0
CCN(C=N)C(=N)C#N,8,5,4,0,0
CCC1(CN1)C(N)C#N,11,6,3,0,0
OCC1(CO)CCC1O,12,6,0,3,0
CC12OC(CCO1)C=C2,10,7,0,2,0
CCC1OCOC1CC,14,7,0,2,0
O=C1OCC11NC2CC12,7,6,1,2,0
OC1=CC=CC=CC1=O,6,7,0,2,0
COC1=NCCC1CO,11,6,1,2,0
CC1=CC=C(O1)C(N)=O,7,6,1,2,0
OCC1CNC=C1C=O,9,6,1,2,0
CC1(OCC11CC1)C#C,10,8,0,1,0
OC1C2C3C(O)C2(O)C13,8,6,0,3,0
CC1CN(CC=O)C1C,13,7,1,1,0
CC(C=O)C(C=O)C#C,8,7,0,2,0
CCOC1=NC2CC2N1,10,6,2,1,0
COC(CO)C1(C)CN1,13,6,1,2,0
CC1(O)C2C3C1CC23O,10,7,0,2,0
CC#CC1(C)CC=CC1,12,9,0,0,0
CC(=O)C12CC1COC2,10,7,0,2,0
CCC1=C(C)OC(=O)N1,9,6,1,2,0
CC(C)C1CNC(=O)C1,13,7,1,1,0
CC#CC1=CC(C)=NN1,8,7,2,0,0
CC1CCC(C=C1)=NO,11,7,1,1,0
CCOCC(C#C)C#C,10,8,0,1,0
C1C2CC1C1CC(C1)O2,12,8,0,1,0
CCC1COC(O1)C#C,10,7,0,2,0
C#CCC1OC1C1CO1,8,7,0,2,0
N=CN1C2C=CC1C2=O,6,6,2,1,0
CC1=C(C=CN1)C(N)=O,8,6,2,1,0
C#CC12C3C4C3C1OC24,6,8,0,1,0
CC1C2COC12CC#N,9,7,1,1,0
CC12OCC11OC2C=C1,8,7,0,2,0
C1OCC23NC12C1OC31,7,6,1,2,0
C#CC1C2OC1C2C#N,5,7,1,1,0
CC1=CCCC1CCO,14,8,0,1,0
C#CC1OC2CC1C=C2,8,8,0,1,0
OCC1CC2CCC2O1,12,7,0,2,0
CC1C2CC(C)OC12C,14,8,0,1,0
C1CN1C1=CN=CN=N1,6,5,4,0,0
OCC#CC1=NC=NO1,4,5,2,2,0
O=C1COC1C#CC#N,3,6,1,2,0
O=CC1NC(C=O)C=C1,7,6,1,2,0
N=C1C=NON=CC1=N,4,4,4,1,0
COC(CC=O)C1CN1,11,6,1,2,0
CC1=CC(O)CC1(C)O,12,7,0,2,0
